Date,Close,Open,High,Low,Volume,Change %
24-Aug-17,769.77,766.48,771.65,764.64,219.61K,0.49%
23-Aug-17,765.98,762.42,765.98,759.01,158.56K,0.62%
22-Aug-17,761.26,768.2,768.44,760.3,154.11K,-0.98%
21-Aug-17,768.79,767.42,769.71,765.95,169.70K,-0.02%
18-Aug-17,768.97,762.82,770.79,762.46,196.32K,0.18%
17-Aug-17,767.59,773.48,774.47,767.59,238.33K,-0.77%
16-Aug-17,773.57,771.1,773.57,766.8,169.79K,0.33%
15-Aug-17,771.06,776.64,776.83,770.09,152.54K,-0.66%
14-Aug-17,776.17,770.65,776.42,770.65,185.52K,0.53%
11-Aug-17,772.08,773.43,774.31,769.14,169.87K,-0.17%
10-Aug-17,773.43,769.58,776.77,769.58,190.13K,-0.03%
9-Aug-17,773.66,789.15,789.15,773.66,307.86K,-2.26%
8-Aug-17,791.57,795.8,796.62,789.84,228.90K,-0.18%
7-Aug-17,792.98,789.41,796.09,788.66,222.64K,0.55%
4-Aug-17,788.68,789.46,790.12,786.09,202.95K,0.02%
3-Aug-17,788.49,786.23,790.82,786.19,208.92K,0.29%
2-Aug-17,786.23,783.45,788.97,779.81,218.99K,-0.07%
1-Aug-17,786.81,784.44,787.68,784.15,206.36K,0.42%
31-Jul-17,783.55,777.54,783.58,776.72,267.11K,0.83%
28-Jul-17,777.09,771.21,777.09,770.82,199.88K,0.72%
27-Jul-17,771.5,773.21,774.97,770.3,202.37K,-0.31%
26-Jul-17,773.88,769.35,773.88,764.92,208.32K,0.86%
25-Jul-17,767.27,757.43,767.27,757.35,180.74K,0.99%
24-Jul-17,759.74,759.97,761.64,753.82,158.87K,-0.28%
21-Jul-17,761.86,768.9,770.43,761.86,179.98K,-0.85%
20-Jul-17,768.41,768.56,768.56,763.55,183.49K,-0.37%
19-Jul-17,771.3,771.33,774.12,770.18,236.85K,0.50%
18-Jul-17,767.49,766.88,770.37,762.68,237.79K,-0.18%
17-Jul-17,768.91,777.7,778.3,766.47,254.75K,-1.12%
14-Jul-17,777.6,779.72,780.65,776.88,209.25K,-0.09%
13-Jul-17,778.3,777.12,778.3,773.85,200.64K,0.53%
12-Jul-17,774.17,772.6,775.08,769.83,176.53K,0.63%
11-Jul-17,769.36,766.56,769.36,761.57,225.54K,0.37%
10-Jul-17,766.56,775.85,775.85,764.43,217.18K,-1.18%
7-Jul-17,775.73,783.73,783.81,775.73,261.56K,-0.88%
6-Jul-17,782.65,780.5,782.77,779.99,238.45K,0.56%
5-Jul-17,778.32,775.85,778.32,773.81,216.49K,0.36%
4-Jul-17,775.54,779.15,779.15,772.9,232.64K,-0.43%
3-Jul-17,778.88,777.2,780.01,775.53,195.52K,0.31%
30-Jun-17,776.47,773.46,776.5,773.46,194.38K,0.61%
29-Jun-17,771.75,771.26,773.08,769.89,211.88K,0.35%
28-Jun-17,769.04,766.82,769.04,762.78,203.56K,0.20%
27-Jun-17,767.51,773.15,773.4,767.19,235.65K,-0.65%
26-Jun-17,772.52,770.5,773.14,769.73,235.11K,0.46%
23-Jun-17,769.01,765.66,769.01,763.64,254.93K,0.35%
22-Jun-17,766.3,768.41,769.99,766.3,224.84K,-0.14%
21-Jun-17,767.41,765.71,767.83,758.9,248.54K,-0.08%
20-Jun-17,767.99,767.59,768.29,764.42,229.11K,0.15%
19-Jun-17,766.83,763.75,766.83,762.33,199.98K,0.73%
16-Jun-17,761.24,761.75,762.43,759.98,221.69K,0.09%
15-Jun-17,760.57,760.38,762.98,758.17,193.28K,-0.03%
14-Jun-17,760.77,758.26,761.7,756.82,206.34K,0.51%
13-Jun-17,756.89,751.09,756.89,750.1,204.17K,0.77%
12-Jun-17,751.09,751.33,753.41,749,184.32K,0.18%
9-Jun-17,749.72,749.46,752.01,749.04,178.52K,-0.05%
8-Jun-17,750.13,751.7,751.96,748.91,262.70K,-0.44%
7-Jun-17,753.46,752.75,754.92,751.65,211.21K,0.29%
6-Jun-17,751.31,743.99,751.31,743.99,185.36K,1.05%
5-Jun-17,743.49,739.13,745.14,738.35,218.61K,0.63%
2-Jun-17,738.81,741.48,742.11,736.09,184.55K,-0.40%
1-Jun-17,741.8,739.45,742.23,738.71,152.24K,0.54%
31-May-17,737.82,738.91,741.93,735.39,214.22K,-0.05%
30-May-17,738.21,747.07,747.43,738.21,261.22K,-1.08%
29-May-17,746.25,746.08,748.06,745.31,252.31K,0.38%
26-May-17,743.41,741.4,743.46,740.6,193.18K,0.20%
25-May-17,741.91,744.24,746.48,740.89,205.89K,-0.11%
24-May-17,742.74,739.91,744.27,737.3,225.26K,0.24%
23-May-17,740.93,744.32,746.18,740.28,266.86K,-0.43%
22-May-17,744.1,738.63,746.87,738.63,272.76K,1.40%
19-May-17,733.82,727.61,733.82,726.79,211.59K,0.94%
18-May-17,726.99,727.2,729,723.8,219.68K,-0.03%
17-May-17,727.2,724.01,728.01,722.81,206.67K,0.30%
16-May-17,725.03,725.84,727.86,725.03,294.21K,-0.04%
15-May-17,725.35,725.25,726.19,723.18,240.89K,0.00%
12-May-17,725.37,724.63,726.4,724.41,188.85K,0.05%
11-May-17,724.99,724.84,726.82,723.39,223.04K,0.09%
10-May-17,724.31,721.94,727.52,721.81,228.17K,0.30%
9-May-17,722.11,718.86,722.11,716.95,224.90K,0.45%
8-May-17,718.86,720.61,720.61,717.98,232.46K,-0.16%
5-May-17,720,720.39,721.65,719.86,194.38K,-0.28%
4-May-17,722.02,717.98,723.22,717.98,215.83K,0.34%
3-May-17,719.54,718.7,719.54,716.66,229.58K,0.25%
28-Apr-17,717.73,715.9,718.54,713.83,190.64K,0.17%
27-Apr-17,716.53,711.74,716.53,711.38,187.19K,0.91%
26-Apr-17,710.04,706.36,710.04,706.32,142.34K,0.35%
25-Apr-17,707.58,709,709.81,706.04,137.23K,-0.26%
24-Apr-17,709.39,711.6,712.77,709.39,154.88K,-0.42%
21-Apr-17,712.41,712.77,715.08,711.08,202.27K,-0.04%
20-Apr-17,712.66,716.76,716.76,712.66,137.64K,-0.57%
19-Apr-17,716.77,714.87,716.77,714.02,151.57K,0.26%
18-Apr-17,714.93,708.64,714.93,705.55,178.13K,0.58%
17-Apr-17,710.83,718.93,721.78,710.83,170.26K,-1.06%
14-Apr-17,718.45,722.47,722.96,714.13,195.28K,-0.81%
13-Apr-17,724.35,725.54,727.34,723.88,190.43K,-0.17%
12-Apr-17,725.58,731.62,732.87,724.48,249.51K,-0.79%
11-Apr-17,731.33,730.15,732.24,730.15,210.27K,0.20%
10-Apr-17,729.87,728.71,730.9,727.77,152.42K,0.26%
7-Apr-17,727.95,721.85,727.95,720.28,229.96K,0.65%
5-Apr-17,723.22,724.89,726.03,722.49,217.98K,-0.13%
4-Apr-17,724.14,723.7,724.67,722.79,214.30K,0.24%
3-Apr-17,722.38,723.02,724.37,721.58,183.07K,0.01%
31-Mar-17,722.31,725.97,726.67,722.31,213.14K,-0.21%
30-Mar-17,723.86,721.87,725.91,721.87,195.79K,0.47%
29-Mar-17,720.47,719.08,721.92,718.37,193.99K,0.17%
28-Mar-17,719.26,724.37,725,718.66,221.92K,-0.59%
27-Mar-17,723.52,723.23,725.57,721.41,233.19K,0.19%
24-Mar-17,722.14,719.56,724.36,719.56,214.78K,0.36%
23-Mar-17,719.56,712.61,719.56,712.61,192.35K,0.93%
22-Mar-17,712.94,715.78,720.68,712.94,269.00K,-0.45%
21-Mar-17,716.18,717.03,718.8,714.78,231.63K,0.16%
20-Mar-17,715.07,711.44,717.54,711.44,175.29K,0.64%
17-Mar-17,710.54,715.82,717.1,710.54,253.20K,-0.61%
16-Mar-17,714.92,712.56,715.03,710.66,179.09K,0.25%
15-Mar-17,713.14,715.63,716.49,713.14,139.57K,-0.22%
14-Mar-17,714.71,709.9,716.49,709.29,134.82K,0.64%
13-Mar-17,710.17,711.93,712.63,707.63,146.59K,-0.29%
10-Mar-17,712.21,715.85,716.81,712.21,197.43K,-0.50%
9-Mar-17,715.8,715.86,718.23,714.96,195.41K,-0.11%
8-Mar-17,716.6,715.04,718.78,713.89,175.66K,0.01%
7-Mar-17,716.54,716.46,716.95,714.27,195.68K,0.03%
6-Mar-17,716.29,714.61,718.04,714.01,172.20K,0.51%
3-Mar-17,712.62,708.23,712.62,705.83,170.92K,0.72%
2-Mar-17,707.51,712.68,713.53,707.51,176.45K,-0.28%
1-Mar-17,709.52,710.7,712.49,705.79,222.20K,-0.18%
28-Feb-17,710.79,718.24,719.14,710.79,192.32K,-0.93%
27-Feb-17,717.44,711.7,718.37,711.7,182.51K,0.42%
24-Feb-17,714.47,716.35,717.94,713.7,232.80K,-0.33%
23-Feb-17,716.87,717.49,719.58,712.36,228.28K,-0.05%
22-Feb-17,717.24,717.77,719.09,715.36,231.76K,0.10%
21-Feb-17,716.55,711.49,718.06,711.49,210.81K,0.84%
20-Feb-17,710.59,705.72,711.4,704.41,199.90K,0.39%
17-Feb-17,707.83,709.52,710.21,705.84,166.18K,-0.21%
16-Feb-17,709.35,712.61,717.57,709.35,198.42K,-0.31%
15-Feb-17,711.57,706.84,711.73,706.84,169.00K,0.75%
14-Feb-17,706.26,706.41,707.32,703.85,175.12K,0.05%
13-Feb-17,705.9,704.61,706.47,703.58,161.22K,0.30%
10-Feb-17,703.78,701.15,704.08,701.15,138.32K,0.45%
9-Feb-17,700.65,700.93,702.64,700.21,147.55K,-0.20%
8-Feb-17,702.04,702.67,702.77,700.47,156.11K,0.02%
7-Feb-17,701.91,699.99,703.3,698.99,158.64K,0.27%
6-Feb-17,700.04,702.02,702.02,696.92,126.96K,-0.04%
3-Feb-17,700.35,704.69,708.1,700.09,124.67K,-0.40%
2-Feb-17,703.18,699.8,703.2,697.71,86.42K,0.85%
25-Jan-17,697.28,693.07,697.28,691.19,98.35K,0.86%
24-Jan-17,691.36,687.08,692.75,687.08,98.37K,0.61%
23-Jan-17,687.15,687.83,689.47,686.46,87.81K,0.13%
20-Jan-17,686.26,684.05,688.42,684.05,90.69K,0.58%
19-Jan-17,682.31,683.02,684.19,680.8,89.19K,-0.14%
18-Jan-17,683.28,683.74,688.07,683.28,101.06K,-0.21%
17-Jan-17,684.71,678.83,684.73,678.83,108.97K,1.00%
16-Jan-17,677.94,684.62,684.82,677.85,89.57K,-1.04%
13-Jan-17,685.06,686.58,688.62,685.06,94.95K,-0.28%
12-Jan-17,686.96,688.71,688.99,685.59,112.44K,-0.03%
11-Jan-17,687.16,680.85,687.16,680.85,108.71K,0.89%
10-Jan-17,681.07,682.77,683.02,680.76,87.80K,-0.22%
9-Jan-17,682.57,681.74,684.88,681.74,101.40K,0.41%
6-Jan-17,679.8,675.35,683.76,675.22,127.41K,0.59%
5-Jan-17,675.81,674.82,675.92,673.31,102.17K,0.16%
4-Jan-17,674.7,672.58,675.93,672.21,110.03K,0.40%
3-Jan-17,672.01,665.92,672.34,665.43,84.66K,1.07%
30-Dec-16,664.87,664.17,665.49,663.39,121.55K,0.02%
29-Dec-16,664.72,666.43,666.43,663.95,116.50K,0.18%
28-Dec-16,663.5,665.9,666.64,661.8,118.80K,-0.05%
27-Dec-16,663.86,662.66,665.5,661.41,160.24K,0.21%
26-Dec-16,662.45,665.67,665.73,662.09,114.88K,-0.29%
23-Dec-16,664.37,663.75,664.37,659.18,114.63K,0.03%
22-Dec-16,664.15,669.01,669.95,663.7,94.91K,-0.42%
21-Dec-16,666.94,662.36,667.06,657.4,130.13K,0.65%
20-Dec-16,662.66,673.93,674.28,662.66,100.04K,-1.73%
19-Dec-16,674.33,673.98,679.9,673.88,124.37K,-0.12%
16-Dec-16,675.16,670.43,675.19,668.3,177.18K,1.39%
15-Dec-16,665.92,668.07,668.07,664.08,126.55K,0.12%
14-Dec-16,665.14,657.39,665.14,657.39,212.10K,1.60%
13-Dec-16,654.66,662.27,663.54,654.34,135.08K,-0.76%
12-Dec-16,659.7,663.7,664.67,658.84,111.50K,-0.51%
9-Dec-16,663.07,659.46,664.46,659.46,119.36K,0.63%
8-Dec-16,658.89,655.48,660.72,655.48,135.12K,0.82%
7-Dec-16,653.53,648.63,654.13,647.33,130.47K,0.31%
6-Dec-16,651.49,660.68,660.77,648.37,126.60K,-1.32%
5-Dec-16,660.21,663.06,663.87,658.11,157.01K,-0.74%
2-Dec-16,665.14,667.02,667.39,662.09,135.98K,-0.21%
1-Dec-16,666.54,670.75,670.81,666.54,127.43K,0.22%
30-Nov-16,665.07,658.44,665.78,654.99,155.54K,1.03%
29-Nov-16,658.26,665.11,667.79,658.26,117.03K,-1.06%
28-Nov-16,665.29,672.38,673.18,660.96,107.43K,-1.57%
25-Nov-16,675.87,678.47,678.87,671.48,115.87K,-0.34%
24-Nov-16,678.18,683.61,683.61,676.39,125.30K,-0.73%
23-Nov-16,683.16,681.17,684.12,679.81,116.63K,0.18%
22-Nov-16,681.91,675.23,681.91,675.23,113.02K,1.13%
21-Nov-16,674.29,673.2,675.04,671.65,103.61K,0.15%
18-Nov-16,673.25,673.82,675.15,669.18,104.89K,-0.20%
17-Nov-16,674.57,674.5,676.48,673.13,128.55K,0.00%
16-Nov-16,674.6,674.85,676.9,673.95,111.24K,0.05%
15-Nov-16,674.26,673.75,675.73,671.55,118.00K,0.18%
14-Nov-16,673.05,677.13,679.96,672.45,121.62K,-0.91%
11-Nov-16,679.2,678.38,679.56,676.73,115.75K,0.15%
10-Nov-16,678.17,675.36,678.57,675.18,119.98K,1.18%
9-Nov-16,670.26,675.57,675.57,656.68,148.00K,-0.92%
8-Nov-16,676.46,675.82,677.91,674.33,96.71K,0.34%
7-Nov-16,674.14,667.12,674.36,666.61,102.95K,1.11%
4-Nov-16,666.73,666.93,668.99,665.08,87.22K,-0.13%
3-Nov-16,667.63,668.66,668.66,661.86,128.26K,-0.56%
2-Nov-16,671.4,675.68,678.14,671.4,142.39K,-0.77%
1-Nov-16,676.6,675.13,676.6,672.33,118.66K,0.12%
31-Oct-16,675.8,682.11,683.34,675.8,130.15K,-0.95%
28-Oct-16,682.25,676.74,682.25,675.85,117.26K,0.79%
27-Oct-16,676.9,672.81,676.9,671.61,91.03K,0.49%
26-Oct-16,673.61,676.18,676.18,670.8,102.38K,-0.38%
25-Oct-16,676.18,676.29,677.47,670.6,127.87K,-0.27%
24-Oct-16,678.02,683.14,684.51,677.89,125.47K,-0.99%
21-Oct-16,684.83,685.77,687.54,683.76,136.02K,-0.23%
20-Oct-16,686.39,690.45,690.86,685.63,121.09K,-0.36%
19-Oct-16,688.89,683.83,689.88,683.25,149.35K,1.01%
18-Oct-16,682.02,680.44,682.99,678.13,132.56K,0.16%
17-Oct-16,680.95,687.18,687.94,680.95,113.71K,-0.88%
14-Oct-16,687,685.06,690.62,684.78,164.68K,0.26%
13-Oct-16,685.23,680.73,685.23,678.79,125.24K,0.41%
12-Oct-16,682.45,683.88,686.18,681.12,120.75K,0.01%
11-Oct-16,682.36,677.63,682.36,669.2,148.02K,1.21%
10-Oct-16,674.19,684.05,684.46,674.19,139.49K,-1.43%
7-Oct-16,683.95,689.51,690.19,680.26,140.06K,-0.49%
6-Oct-16,687.32,687.04,690.93,687.04,150.66K,0.04%
5-Oct-16,687.04,686.41,689.5,685.48,116.97K,0.42%
4-Oct-16,684.2,682.82,689.17,680.24,123.10K,0.17%
3-Oct-16,683.05,687.68,688.42,681.99,121.37K,-0.39%
30-Sep-16,685.73,688.55,689.12,684.62,115.74K,-0.41%
29-Sep-16,688.55,689.82,692.17,685.91,115.92K,0.27%
28-Sep-16,686.72,684.99,687.94,682.98,128.18K,0.27%
27-Sep-16,684.89,676.61,684.89,676.24,130.57K,1.16%
26-Sep-16,677.04,673.21,677.04,671.51,162.24K,0.44%
23-Sep-16,674.09,670.73,674.09,670.3,176.04K,0.40%
22-Sep-16,671.38,668.48,675.36,668.48,144.40K,0.43%
21-Sep-16,668.48,663.12,668.83,662.79,158.85K,0.77%
20-Sep-16,663.37,656.2,663.37,653.28,118.44K,0.83%
19-Sep-16,657.89,651.31,658.35,651.31,107.31K,1.01%
16-Sep-16,651.31,654.68,657.53,651.31,206.94K,-0.74%
15-Sep-16,656.18,657.46,660.32,654.84,112.72K,-0.07%
14-Sep-16,656.64,658.16,661.82,656.64,96.41K,-0.47%
13-Sep-16,659.72,658.61,661.74,654.95,87.74K,-0.01%
12-Sep-16,659.76,665.77,666.04,655.55,101.34K,-1.07%
9-Sep-16,666.88,669.24,672.39,666.88,106.07K,0.12%
8-Sep-16,666.07,661.89,668.2,660.54,124.56K,0.72%
7-Sep-16,661.28,663.05,663.68,656.22,106.48K,-0.39%
6-Sep-16,663.9,666.38,668.4,663.9,108.99K,-0.10%
5-Sep-16,664.55,669.3,670.08,660.31,110.45K,-0.69%
1-Sep-16,669.19,674.19,674.72,664.77,102.24K,-0.81%
31-Aug-16,674.63,673.1,676.26,671.39,115.73K,0.29%
30-Aug-16,672.67,667.96,672.67,666.33,96.55K,0.48%
29-Aug-16,669.44,670.71,679.62,669.44,114.89K,0.25%
26-Aug-16,667.75,662.9,668.84,662.9,116.44K,1.40%
25-Aug-16,658.5,660.77,660.77,656.49,116.13K,-0.34%
24-Aug-16,660.77,660.95,665.43,659.7,103.85K,0.24%
23-Aug-16,659.16,653.58,659.16,652.88,109.08K,0.23%
22-Aug-16,657.68,662.87,664.95,657.68,116.31K,-0.69%
19-Aug-16,662.28,664.09,666.93,659.64,109.70K,0.25%
18-Aug-16,660.65,663.56,665.94,656.35,131.63K,0.02%
17-Aug-16,660.51,659.46,660.76,657.06,123.97K,0.36%
16-Aug-16,658.11,659.47,662.13,656.83,160.32K,-0.21%
15-Aug-16,659.47,654.06,659.47,653.64,117.96K,0.57%
12-Aug-16,655.71,665.14,668.52,652.67,125.03K,-0.69%
11-Aug-16,660.24,649.27,660.24,648.31,140.93K,1.84%
10-Aug-16,648.33,637.21,648.48,637.21,120.83K,1.72%
9-Aug-16,637.34,629.66,637.34,629.66,98.87K,1.25%
8-Aug-16,629.46,627.39,629.91,622.14,90.03K,0.33%
5-Aug-16,627.39,629.69,630.18,622.49,125.58K,-0.72%
4-Aug-16,631.94,633.74,641.02,631.94,112.05K,0.05%
3-Aug-16,631.61,632.98,634.75,627.66,94.95K,-0.70%
2-Aug-16,636.05,643.2,643.2,633.33,176.39K,-1.90%
1-Aug-16,648.38,655.38,655.38,646.02,92.79K,-0.59%
29-Jul-16,652.23,654.19,657.88,650.98,120.01K,-0.75%
28-Jul-16,657.14,655.81,657.2,649.86,123.00K,0.16%
27-Jul-16,656.11,647.98,656.11,647.74,127.21K,1.16%
26-Jul-16,648.59,648.58,651.93,642.91,106.20K,-0.11%
25-Jul-16,649.3,651.33,654.17,646.04,97.52K,-0.09%
22-Jul-16,649.87,657.15,658.06,640.26,151.76K,-1.47%
21-Jul-16,659.57,662.72,665.9,656.03,112.38K,-0.10%
20-Jul-16,660.26,667.86,667.86,660.26,129.41K,-1.12%
19-Jul-16,667.76,675.89,677.35,660.09,139.59K,-0.85%
18-Jul-16,673.5,664.12,673.5,662.25,131.48K,1.35%
15-Jul-16,664.56,666.69,670.18,661.47,131.14K,-0.32%
14-Jul-16,666.69,675.66,681.75,666.69,160.11K,-1.25%
13-Jul-16,675.12,662.04,676.06,662.04,159.94K,2.46%
12-Jul-16,658.9,652.81,658.9,649.86,175.61K,1.02%
11-Jul-16,652.26,658.92,664.89,648.77,162.22K,-0.97%
8-Jul-16,658.68,661.07,665.53,655.91,144.00K,-0.37%
7-Jul-16,661.12,652.49,661.12,652.13,137.26K,1.80%
6-Jul-16,649.46,646.8,652.36,644.07,136.95K,-0.22%
5-Jul-16,650.88,650.47,658.45,647.52,149.33K,0.45%
4-Jul-16,647.96,643.11,647.96,641.96,137.07K,1.20%
1-Jul-16,640.3,632.26,643.55,632.26,126.00K,1.27%
30-Jun-16,632.26,633.17,637.46,631.74,106.17K,0.34%
29-Jun-16,630.12,623.56,631.25,623.56,122.31K,1.27%
28-Jun-16,622.2,617.68,624.85,617.65,89.28K,0.15%
27-Jun-16,621.27,616.19,621.27,608.26,107.96K,0.08%
24-Jun-16,620.77,631.77,631.77,597.68,270.17K,-1.82%
23-Jun-16,632.27,626.47,632.6,626.47,117.11K,0.94%
22-Jun-16,626.41,628.77,629.95,625.81,107.96K,-0.25%
21-Jun-16,628,629.03,631.96,628,127.75K,0.25%
20-Jun-16,626.46,622.04,626.46,620.41,115.10K,1.16%
17-Jun-16,619.25,622.92,624.59,618.16,148.65K,-0.94%
16-Jun-16,625.11,627.38,630.21,625.11,122.41K,-0.30%
15-Jun-16,627.02,624.63,628.75,621.76,130.31K,0.25%
14-Jun-16,625.43,621.63,626.4,619.13,99.80K,0.30%
13-Jun-16,623.58,626.26,627.36,621.4,127.06K,-0.99%
10-Jun-16,629.84,629.95,633.47,628.56,134.28K,-0.22%
9-Jun-16,631.26,628.4,631.26,626.27,119.51K,0.54%
8-Jun-16,627.87,626.84,632.68,626.29,139.31K,0.52%
7-Jun-16,624.65,622.4,624.69,620.05,115.27K,0.74%
6-Jun-16,620.05,621.09,624.55,616.98,133.23K,-0.29%
3-Jun-16,621.88,623.21,625.19,621.62,124.29K,-0.24%
2-Jun-16,623.37,619.19,624.52,618.38,126.64K,0.57%
1-Jun-16,619.86,618.18,620.24,616.33,113.21K,0.23%
31-May-16,618.44,616.22,621.14,614.68,121.51K,0.64%
30-May-16,614.5,609.98,615.52,608.46,111.12K,1.05%
27-May-16,608.11,604.36,609.94,603.23,102.56K,0.62%
26-May-16,604.34,611.88,613.37,604.34,116.59K,-1.23%
25-May-16,611.89,613.96,616.38,611.89,139.39K,0.04%
24-May-16,611.62,612.23,613.14,608.15,115.55K,0.10%
23-May-16,611.03,616.11,616.83,610.45,99.92K,-0.61%
20-May-16,614.81,620.72,622.48,614.41,138.84K,-0.71%
19-May-16,619.2,621.83,623.68,618.13,141.47K,-0.52%
18-May-16,622.45,625.53,627.81,621.79,135.29K,-0.37%
17-May-16,624.75,620.54,626.12,618.67,126.85K,1.46%
16-May-16,615.78,610.13,616.17,608.49,109.34K,0.81%
13-May-16,610.82,612.32,615.3,608.04,110.63K,-0.21%
12-May-16,612.12,615.55,617.56,612.12,93.54K,-0.32%
11-May-16,614.06,606.6,614.06,606.06,162.84K,1.49%
10-May-16,605.05,600.35,605.46,597.74,143.70K,0.20%
9-May-16,603.85,610.92,612.97,603.85,145.39K,-0.44%
6-May-16,606.52,602.4,608.94,602.17,120.43K,0.83%
5-May-16,601.51,600.66,605.21,600.5,134.81K,0.41%
4-May-16,599.07,595.95,603.08,592.43,143.70K,0.12%
29-Apr-16,598.37,591.2,599.71,591.2,124.90K,1.13%
28-Apr-16,591.67,594.98,597.28,589.97,101.20K,-0.39%
27-Apr-16,593.96,601.79,601.79,591.35,149.05K,-0.76%
26-Apr-16,598.48,590.99,598.48,590.19,176.65K,1.17%
25-Apr-16,591.58,597.91,601.61,591.58,161.64K,-0.15%
22-Apr-16,592.48,574.57,592.48,574.57,140.76K,2.91%
21-Apr-16,575.73,571.19,577.41,570.71,104.75K,1.36%
20-Apr-16,568.03,569.8,571.71,565.3,116.43K,-0.04%
19-Apr-16,568.28,578.32,578.44,568.28,138.46K,-2.00%
15-Apr-16,579.86,581.54,586.36,579.86,124.27K,0.06%
14-Apr-16,579.49,575.69,584.81,575.69,116.83K,0.25%
13-Apr-16,578.02,580.77,582.81,575.65,140.04K,-0.31%
12-Apr-16,579.84,580.9,582.97,577.17,165.75K,0.10%
11-Apr-16,579.27,575.11,581.88,575.01,143.19K,1.21%
8-Apr-16,572.34,571.21,574.46,569.09,122.41K,0.13%
7-Apr-16,571.6,570.72,572.56,567.01,123.54K,0.67%
6-Apr-16,567.79,561.94,567.79,560.63,120.89K,1.33%
5-Apr-16,560.32,555.98,560.32,555.15,140.38K,0.81%
4-Apr-16,555.82,557.56,560.92,554.3,118.85K,-0.47%
1-Apr-16,558.43,560.64,562.73,557.96,131.42K,-0.50%
31-Mar-16,561.22,569.04,570.94,561.22,172.53K,-1.52%
30-Mar-16,569.91,566.08,571.89,565.55,135.46K,0.29%
29-Mar-16,568.28,575.63,576.07,568.28,165.10K,-1.29%
28-Mar-16,575.72,573.69,576,571.58,127.86K,0.64%
25-Mar-16,572.08,569.48,572.48,564.88,159.14K,0.25%
24-Mar-16,570.66,573.93,577.21,570.66,166.99K,-0.70%
23-Mar-16,574.71,570.74,575.22,570.39,142.82K,0.67%
22-Mar-16,570.91,572.27,573.8,567.8,132.09K,-0.24%
21-Mar-16,572.27,577.65,580.83,572.27,163.80K,-0.62%
18-Mar-16,575.82,579.95,580.81,575.44,226.16K,-0.59%
17-Mar-16,579.26,581.55,583.53,579.26,165.83K,0.38%
16-Mar-16,577.07,573.88,577.96,573.37,148.93K,0.53%
15-Mar-16,574.04,577.98,578.96,572.59,163.94K,-0.68%
14-Mar-16,577.98,579.61,579.84,576.26,175.48K,0.12%
11-Mar-16,577.26,576.12,580.93,574.81,146.76K,0.23%
10-Mar-16,575.91,574.07,575.91,571.52,146.19K,0.73%
9-Mar-16,571.71,573.47,576.32,571.48,125.15K,-0.52%
8-Mar-16,574.71,576.75,579.87,574.53,149.05K,-0.26%
7-Mar-16,576.2,575.76,580.95,575.39,158.92K,0.44%
4-Mar-16,573.65,570.18,576.02,568.83,142.76K,0.57%
3-Mar-16,570.39,573.06,573.88,569.39,132.21K,0.04%
2-Mar-16,570.18,564.85,570.18,562.97,144.88K,1.54%
1-Mar-16,561.56,560.03,565.65,560.03,141.42K,0.39%
29-Feb-16,559.37,565.61,566.31,559.37,129.71K,-1.19%
26-Feb-16,566.11,565.61,566.8,562.39,106.61K,0.58%
25-Feb-16,562.82,571.15,573.63,562.82,151.42K,-0.92%
24-Feb-16,568.04,559.48,569.7,557.77,160.24K,1.20%
23-Feb-16,561.28,564.75,567.58,561.09,159.71K,0.10%
22-Feb-16,560.71,555.31,561.44,555.31,152.96K,1.21%
19-Feb-16,554.03,552.37,555.16,551.38,185.58K,0.28%
18-Feb-16,552.49,550.51,555.05,549.16,126.03K,0.99%
17-Feb-16,547.05,551.38,552.38,547.05,131.16K,-0.18%
16-Feb-16,548.05,545.72,548.89,545.72,108.04K,0.78%
15-Feb-16,543.79,540.13,544.59,537.81,68.70K,-0.18%
5-Feb-16,544.75,540.64,545.54,540.64,61.85K,0.48%
4-Feb-16,542.15,542.91,545.17,541.66,67.89K,0.57%
3-Feb-16,539.07,531.11,539.07,530.23,87.35K,0.49%
2-Feb-16,536.45,537.71,542.26,535.38,93.18K,-0.76%
1-Feb-16,540.56,545.27,548.58,540.56,107.30K,-0.86%
29-Jan-16,545.25,539.96,545.71,537.51,122.86K,1.07%
28-Jan-16,539.47,542.01,544.73,538.59,113.21K,-0.59%
27-Jan-16,542.69,541.18,543.88,540.03,124.97K,0.92%
26-Jan-16,537.73,534.06,542.98,531.27,142.01K,-0.85%
25-Jan-16,542.35,522.24,542.36,522.24,164.27K,3.85%
22-Jan-16,522.24,521.88,525.83,513.82,169.04K,0.07%
21-Jan-16,521.88,529.44,531.21,520.74,152.78K,-1.43%
20-Jan-16,529.44,532.81,536.57,529.42,128.32K,-1.18%
19-Jan-16,535.77,525.65,535.77,525.65,126.00K,1.79%
18-Jan-16,526.37,532.54,532.54,518.16,164.10K,-3.07%
15-Jan-16,543.04,554.35,556.55,543.04,130.43K,-1.81%
14-Jan-16,553.03,555.88,556.62,550.6,149.70K,-1.31%
13-Jan-16,560.37,565.21,566.02,560.37,134.30K,-0.69%
12-Jan-16,564.26,557.36,564.26,557.36,118.61K,1.15%
11-Jan-16,557.87,559.05,563.04,557.51,106.07K,-0.39%
8-Jan-16,560.05,562.62,563.17,556.36,143.16K,-0.94%
7-Jan-16,565.36,570.62,570.94,561.09,147.86K,-1.60%
